"","dateYYYYMMDD","WeeklyAverageDewPointTemperature","WeeklyAverageDryBulbTemperature","WeeklyAverageRelativeHumidity","WeeklyAverageSeaLevelPressure","WeeklyAverageStationPressure","WeeklyAverageWetBulbTemperature","WeeklyAverageWindSpeed","WeeklyMaximumDryBulbTemperature","WeeklyMinimumDryBulbTemperature","WeeklyPeakWindSpeed","WeeklyPrecipitation"
"22",1990-07-28,62.4357142857143,73.2642857142857,70.6,30.0975,29.382,66.3785714285714,8.65714285714286,87,59,16,0.00142857142857143
"23",1990-08-04,61.6285714285714,71.2357142857143,73.5428571428571,30.0423571428571,29.3265,65.2428571428571,10.0357142857143,86,51,22,0.00171428571428571
"24",1990-08-11,57.3237410071942,68.0863309352518,71.0071942446043,30.1435251798561,29.4246043165468,61.6618705035971,8.40287769784173,82,50,24,0.00381294964028777
"25",1990-08-18,64.9071428571429,71.5071428571429,81.05,30.0563571428571,29.3400714285714,67.2714285714286,10.1357142857143,91,53,17,0.0298571428571429
"26",1990-08-25,66.9142857142857,71.7714285714286,85.7,30.0577142857143,29.3442142857143,68.55,10.8214285714286,84,64,23,0.0155
"27",1990-09-01,65.5177304964539,76.8014184397163,70.3900709219858,29.9865957446809,29.2758156028369,69.5177304964539,9.9290780141844,93,58,22,0.000141843971631206
"28",1990-09-08,66.2482269503546,75.8014184397163,73.886524822695,30.0713475177305,29.3582978723404,69.5602836879433,10.6312056737589,95,61,22,0.00106382978723404
"29",1990-09-15,63.6428571428571,71.3928571428571,77.9571428571429,29.995,29.2808571428571,66.4928571428571,9.12142857142857,86,53,21,0.00257142857142857
"30",1990-09-22,49.5214285714286,57.6642857142857,75.6785714285714,30.0558571428571,29.3308571428571,53.2785714285714,11,72,48,24,0.00357142857142857
"31",1990-09-29,47.645390070922,59.9432624113475,66.7659574468085,29.993475177305,29.2712765957447,53.3758865248227,10.6950354609929,82,40,23,7.09219858156028e-05
"32",1990-10-06,47.6830985915493,61.887323943662,63.1619718309859,29.9483802816901,29.2283802816901,54.169014084507,13.9577464788732,84,40,29,0.0028169014084507
"33",1990-10-13,42.95,48.6,83.3857142857143,30.0549285714286,29.3233571428571,45.9,12.1,64,34,23,0.0176428571428571
"34",1990-10-20,41.1642857142857,52.3285714285714,67.9428571428571,29.9361428571429,29.2099285714286,46.8714285714286,14.6214285714286,77,30,29,0.00435714285714286
"35",1990-10-27,34.3071428571429,45.5571428571429,67.3857142857143,30.0937857142857,29.3591428571429,40.5571428571429,9.97142857142857,64,29,25,0
"36",1990-11-03,42.1631205673759,55.3971631205674,63.9929078014184,30.1148936170213,29.3867375886525,48.8085106382979,11.3617021276596,73,31,22,0.000851063829787234
"37",1990-11-10,31.4285714285714,37.4,80.45,30.0622142857143,29.3225,35.0785714285714,11.4714285714286,50,23,23,0.0122142857142857
"38",1990-11-17,30.5251798561151,44.9424460431655,59.1151079136691,30.2403597122302,29.5009352517986,38.8920863309352,11.5035971223022,70,25,23,0
"39",1990-11-24,35.1,46.9142857142857,65.4857142857143,29.9241428571429,29.1937142857143,41.7857142857143,12.5714285714286,65,32,32,0.0015
"40",1990-12-01,33.6241134751773,43.3971631205674,69.9787234042553,29.9970921985816,29.2629078014184,39.4326241134752,15.1418439716312,66,25,32,0.0185714285714286
"41",1990-12-08,22.3812949640288,31.0143884892086,71.4460431654676,30.0871223021583,29.3390647482014,27.9496402877698,13.8129496402878,47,15,30,0.00194244604316547
"42",1990-12-15,30.3428571428571,38.3071428571429,74.5285714285714,30.0486428571429,29.3089285714286,35.1571428571429,12.6214285714286,55,24,25,0.00107142857142857
"43",1990-12-22,28.7928571428571,33.1142857142857,84.4071428571429,29.9903571428571,29.2487857142857,31.5642857142857,10.5642857142857,49,5,21,0.00221428571428571
"44",1990-12-29,8.58992805755396,17.0359712230216,71.0071942446043,30.2684172661871,29.5012230215827,15.3597122302158,11.841726618705,41,-5,23,0.00517985611510791
"45",1991-01-05,8.05755395683453,15.1870503597122,74.0359712230216,30.4054676258993,29.6354676258993,13.5323741007194,11.3093525179856,30,-2,21,0.00201438848920863
"46",1991-01-12,20.9285714285714,25.3857142857143,83.4571428571429,30.3465,29.5885,23.9714285714286,11.95,32,14,23,0.00357142857142857
"47",1991-01-19,25.6214285714286,29.1857142857143,87.0785714285714,29.9575,29.2107142857143,27.9142857142857,13.8857142857143,44,15,25,0.00271428571428571
"48",1991-01-26,5.50714285714286,14.85,67.4571428571429,30.1152857142857,29.3525714285714,12.75,14.5714285714286,35,-2,28,0.000214285714285714
"49",1991-02-02,14.8439716312057,23.5957446808511,70.0496453900709,30.140780141844,29.3848226950355,20.9645390070922,13.113475177305,48,7,21,0
"50",1991-02-09,32.1843971631206,36.7872340425532,85.1276595744681,30.206170212766,29.4612765957447,34.936170212766,11.3404255319149,50,27,20,0
"51",1991-02-16,11.1468531468531,22.5804195804196,63.2237762237762,29.9031468531469,29.153006993007,19.4125874125874,15.1748251748252,37,2,28,0.00104895104895105
"52",1991-02-23,27.1830985915493,36.4788732394366,70.6760563380282,30.0310563380282,29.2901408450704,33.0070422535211,13.5704225352113,58,20,25,0.0026056338028169
"53",1991-03-02,23.3,31.4857142857143,73.1428571428571,29.9357857142857,29.1927857142857,28.7857142857143,13.0285714285714,51,13,30,0.00314285714285714
"54",1991-03-09,22.0428571428571,32.8857142857143,66.6714285714286,29.8099285714286,29.0708571428571,29.0785714285714,14.6857142857143,52,20,29,0.000285714285714286
"55",1991-03-16,25.7446808510638,35.0780141843972,70.5390070921986,30.1218439716312,29.3769503546099,31.5177304964539,15.1631205673759,51,24,31,0.00375886524822695
"56",1991-03-23,40.95,48.4785714285714,76.8285714285714,29.7943571428571,29.0684285714286,44.8214285714286,15.2285714285714,71,33,35,0.00457142857142857
"57",1991-03-30,34.2214285714286,45.5428571428571,66.4714285714286,29.8303571428571,29.1020714285714,40.7642857142857,15.0142857142857,74,24,37,0.00985714285714286
"58",1991-04-06,36.1914893617021,51.0354609929078,60.6808510638298,30.1660992907801,29.4319858156028,44.1843971631206,12.7375886524823,82,27,26,0.00113475177304965
"59",1991-04-13,40.8194444444444,50.2569444444444,71.8541666666667,30.0436805555556,29.3136111111111,45.7847222222222,14.2847222222222,78,32,24,0.00951388888888889
"60",1991-04-20,39.2978723404255,48.758865248227,71.1914893617021,29.9839007092199,29.2537588652482,44.2978723404255,15.063829787234,69,37,28,0.00964539007092199
"61",1991-04-27,37.8014184397163,53.4609929078014,58.7872340425532,29.8691489361702,29.1448226950355,46.3120567375887,10.7234042553191,70,33,22,0.00340425531914894
"62",1991-05-04,43.9160839160839,55.3986013986014,67.5244755244755,29.9076923076923,29.1846853146853,49.7692307692308,14.2097902097902,73,40,32,0.00132867132867133
"63",1991-05-11,47.9290780141844,58.3120567375887,69.9503546099291,30.1063829787234,29.3808510638298,52.7517730496454,11.4751773049645,85,42,25,0.00673758865248227
"64",1991-05-18,57.8642857142857,68.3214285714286,72.6142857142857,29.9789285714286,29.2627142857143,61.8785714285714,9.23571428571429,88,47,25,0.00921428571428571
"65",1991-05-25,59.5428571428571,67.8357142857143,76.0071428571429,30.101,29.3817857142857,62.8642857142857,9.95714285714286,84,48,17,0.0104285714285714
"66",1991-06-01,68.05,76.3642857142857,76.9642857142857,29.8638571428571,29.1555,70.7642857142857,9.49285714285714,91,63,21,0.00378571428571429
"67",1991-06-08,52.9352517985612,66.4028776978417,65.0215827338129,30.1326618705036,29.411726618705,58.7625899280576,10.2374100719424,83,50,21,0
"68",1991-06-15,61.95,74.7714285714286,66.6571428571429,29.9701428571429,29.2583571428571,66.6571428571429,10.4714285714286,92,59,23,0.00278571428571429
"69",1991-06-22,58.3450704225352,73.0281690140845,63.7323943661972,30.0219014084507,29.3082394366197,63.9647887323944,8.85915492957746,94,56,21,0
"70",1991-06-29,60.1428571428571,76.9214285714286,58.6642857142857,30.0764285714286,29.3625714285714,66.35,9.98571428571429,95,57,18,0
"71",1991-07-06,64.354609929078,77.8142857142857,67.0212765957447,29.8297163120567,29.1236879432624,69.0070921985816,7.4468085106383,95,63,23,0.00234042553191489
"72",1991-07-13,61.8285714285714,74.35,67.1285714285714,29.933,29.2216428571429,66.5071428571429,8.32142857142857,93,58,18,0.00242857142857143
"73",1991-07-20,60.9716312056738,79.2127659574468,56.5673758865248,30.0657446808511,29.3546808510638,67.531914893617,8.38297872340426,99,55,17,0
"74",1991-07-27,58.0642857142857,73.6071428571429,61.2285714285714,30.0753571428571,29.3612142857143,64.2642857142857,8.39285714285714,101,56,20,0.00371428571428571
"75",1991-08-03,57.5,74.8285714285714,58.6571428571429,29.9976428571429,29.2869285714286,64.2571428571429,9.35714285714286,100,56,22,5e-04
"76",1991-08-10,57.0575539568345,69.1928571428571,67.8071428571429,30.1162857142857,29.3992857142857,62.1071428571429,10.3071428571429,82,58,20,0.0132142857142857
"77",1991-08-17,57.2269503546099,73.0992907801418,61.2836879432624,30.0299290780142,29.3149645390071,63.4893617021277,7.53900709219858,88,54,17,0.000638297872340425
"78",1991-08-24,58.7,71.5357142857143,66.5428571428571,30.053,29.3378571428571,63.6571428571429,9.97142857142857,88,54,23,0.00192857142857143
"79",1991-08-31,66.2158273381295,80.158273381295,64.9352517985612,30.1243165467626,29.4125179856115,70.9280575539568,8.48920863309353,95,67,24,0.00354609929078014
"80",1991-09-07,56.2695035460993,70.7642857142857,63.1418439716312,30.1625531914894,29.4439007092199,62.1914893617021,7.29078014184397,90,53,16,0.0048936170212766
"81",1991-09-14,62.6028368794326,73.8297872340426,70.113475177305,30.0350354609929,29.3214184397163,66.7730496453901,9.60283687943262,93,62,20,0.00609929078014184
"82",1991-09-21,45.8652482269504,60.8156028368794,60.4751773049645,30.1456737588652,29.42,53.0283687943262,10.8936170212766,91,37,22,0.00212765957446809
"83",1991-09-28,39.4428571428571,52.2857142857143,64.9357142857143,30.0805,29.3512142857143,46.2285714285714,9.31428571428571,67,35,20,0.00135714285714286
"84",1991-10-05,48.5915492957746,59.9154929577465,70.0211267605634,29.9697183098592,29.2488732394366,53.8450704225352,11.4929577464789,82,40,24,0.0190140845070423
"85",1991-10-12,39.0928571428571,52.8928571428571,61.9142857142857,30.0041428571429,29.2763571428571,46.2285714285714,9.65,75,34,22,0.000428571428571429
"86",1991-10-19,33.0857142857143,47.5928571428571,60.25,30.0319424460432,29.2998561151079,41.2071428571429,10.65,74,30,23,0.00371428571428571
"87",1991-10-26,47.7553956834532,57.8561151079137,71.6906474820144,30.0079856115108,29.2835251798561,52.7338129496403,11.2877697841727,76,29,22,0.0166187050359712
"88",1991-11-02,42.6214285714286,46.8928571428571,85.5142857142857,30.0912857142857,29.3581428571429,45,15.1857142857143,70,18,31,0.00978571428571429
"89",1991-11-09,9.93006993006993,22.965034965035,59.4685314685315,30.338951048951,29.5774125874126,19.4685314685315,10.7902097902098,38,12,24,0
"90",1991-11-16,35.7857142857143,40.8,84.0214285714286,30.1235,29.3836428571429,38.7142857142857,9.19285714285714,57,22,18,0.00528571428571429
"91",1991-11-23,40.0791366906475,46.0719424460432,80.8848920863309,29.9576258992806,29.2254347826087,43.3669064748201,10.6115107913669,67,24,23,0.00661870503597122
"92",1991-11-30,27.2340425531915,33.1276595744681,79.709219858156,30.051134751773,29.3055319148936,31.0425531914894,12.7234042553191,61,10,32,0.00709219858156028
"93",1991-12-07,17.8163265306122,24.5578231292517,76.5238095238095,30.051768707483,29.2992517006803,22.6394557823129,12.4965986394558,49,3,25,0.00342465753424658
"94",1991-12-14,35.6,40.0357142857143,85.1571428571429,29.969,29.2333571428571,38.2357142857143,11.9714285714286,60,22,32,0.00485714285714286
"95",1991-12-21,16.0567375886525,25.5531914893617,68.709219858156,30.3945390070922,29.6349645390071,22.822695035461,12.0212765957447,36,7,31,0.00156028368794326
"96",1991-12-28,28.6808510638298,32.822695035461,85.7872340425532,30.2013475177305,29.4531914893617,31.2978723404255,9.9645390070922,45,18,18,0.000212765957446809
"97",1992-01-04,32.5492957746479,35.1971830985916,90.3169014084507,30.2307746478873,29.4838028169014,34.2535211267606,7.19718309859155,43,30,13,0.000140845070422535
"98",1992-01-11,32.1785714285714,35.0785714285714,89.7714285714286,30.0179285714286,29.2757142857143,33.95,9.97857142857143,45,26,21,0.0015
"99",1992-01-18,13.1205673758865,20.2553191489362,74.7163120567376,29.9657446808511,29.2118439716312,18.5886524822695,14.4184397163121,39,-11,26,0.00127659574468085
"100",1992-01-25,20.0071428571429,26.0785714285714,78.6428571428571,29.9463571428571,29.1957142857143,24.2785714285714,12.5357142857143,41,-4,23,0.00207142857142857
"101",1992-02-01,25.7801418439716,29.7234042553191,85.7730496453901,30.2127659574468,29.460780141844,28.3617021276596,9.74468085106383,37,9,16,0
"102",1992-02-08,26.3571428571429,32.3714285714286,79.6071428571429,30.0025714285714,29.2588571428571,30.2142857142857,9.98571428571429,58,13,21,7.14285714285714e-05
"103",1992-02-15,23.0921985815603,28.9787234042553,80.2978723404255,30.1536879432624,29.4024113475177,27.2198581560284,10.709219858156,37,7,18,0.00418439716312057
"104",1992-02-22,33.5928571428571,36.8,89.0357142857143,30.0667857142857,29.3249285714286,35.5642857142857,10.2285714285714,50,27,24,0.00228571428571429
"105",1992-02-29,30.2275862068966,35.4413793103448,82.3448275862069,29.9668275862069,29.2258620689655,33.4965517241379,11.3586206896552,47,23,25,0.00213793103448276
"106",1992-03-07,43.3900709219858,47.7375886524823,87.2695035460993,29.9919858156028,29.2603546099291,45.5886524822695,8.99290780141844,70,35,20,0.00226950354609929
"107",1992-03-14,24.8071428571429,31.5071428571429,77.1714285714286,29.9416428571429,29.1985714285714,29.1642857142857,11.2428571428571,62,11,25,0.00185714285714286
"108",1992-03-21,23.9357142857143,34.0071428571429,67.85,30.0598571428571,29.3161428571429,30.3785714285714,11.7428571428571,47,22,22,0.00642857142857143
"109",1992-03-28,26.6571428571429,37.1928571428571,67.7714285714286,30.0487857142857,29.3076428571429,33.0714285714286,10.9571428571429,57,18,24,0.00171428571428571
"110",1992-04-04,27.7357142857143,37.1071428571429,70.8642857142857,29.9639285714286,29.2255714285714,33.5357142857143,11.1071428571429,51,25,22,0.00235714285714286
"111",1992-04-11,35.3928571428571,48.9642857142857,62.6,30.0460714285714,29.3140714285714,42.9071428571429,9.49285714285714,69,25,18,0.00264285714285714
"112",1992-04-18,37.1985815602837,44.6524822695035,76.6312056737589,30.1720567375887,29.4345390070922,41.6312056737589,10.6879432624113,66,34,17,0.00780141843971631
"113",1992-04-25,43.443661971831,50.7816901408451,76.7816901408451,29.8485211267606,29.123661971831,47.2816901408451,11.330985915493,71,37,24,0.00211267605633803
"114",1992-05-02,39.7642857142857,54.2571428571429,62.1857142857143,29.985,29.2586428571429,47.0928571428571,11.4714285714286,88,29,31,5e-04
"115",1992-05-09,30.6115107913669,51.5827338129496,48.4244604316547,30.1485611510791,29.4171223021583,42.3165467625899,9.02158273381295,72,30,22,0
"116",1992-05-16,49.4676258992806,64.8129496402878,60.0575539568345,30.028417266187,29.3085611510791,56.2517985611511,10.2517985611511,88,44,23,0
"117",1992-05-23,52.2928571428571,64.2642857142857,68.0285714285714,30.2186428571429,29.4945714285714,57.3714285714286,10.5928571428571,85,41,24,0.002
"118",1992-05-30,34.2714285714286,50.3071428571429,58.8,30.1275,29.3954285714286,42.95,9.88571428571429,71,33,20,0
"119",1992-06-06,50.9503546099291,64.7163120567376,65.6524822695036,29.9341843971631,29.2165957446809,57.0780141843972,6.74468085106383,82,44,15,0.000425531914893617
"120",1992-06-13,47.3642857142857,68.4714285714286,50.9214285714286,30.0512142857143,29.3331428571429,56.7428571428571,7.02142857142857,91,49,16,0
"121",1992-06-20,55.3475177304965,68.4113475177305,65.0992907801418,29.9064539007092,29.1933333333333,60.6595744680851,12.6099290780142,89,46,23,0.00865248226950355
"122",1992-06-27,46.2661870503597,59.8071428571429,63.5714285714286,29.9261428571429,29.204,52.7928571428571,7.82142857142857,80,38,15,0
"123",1992-07-04,57.1702127659574,70.1276595744681,66.2978723404255,29.8812230215827,29.1668794326241,62.3758865248227,9.1063829787234,90,44,29,0.00468085106382979
"124",1992-07-11,59.9202898550725,71.5,68.6521739130435,29.9299275362319,29.2178260869565,64.4565217391304,9.00724637681159,90,54,17,0.000217391304347826
"125",1992-07-18,63.2978723404255,68.6382978723404,84.645390070922,29.868085106383,29.1560992907801,65.3404255319149,9,82,59,20,0.0122695035460993
"126",1992-07-25,60.7801418439716,66.5744680851064,82.8439716312057,30.0978014184397,29.3775177304965,63.0567375886525,8.31205673758865,85,57,16,0.00212765957446809
"127",1992-08-01,59.8857142857143,68.9214285714286,74.8714285714286,29.9783571428571,29.2621428571429,63.3928571428571,9.43571428571429,84,58,18,0.00571428571428571
"128",1992-08-08,58.3829787234043,67.936170212766,73.4964539007092,30.06,29.341914893617,62.241134751773,9,84,54,21,0.00638297872340425
"129",1992-08-15,57.7730496453901,68.3120567375886,71.3617021276596,30.1241843971631,29.4041134751773,62.0709219858156,9.75177304964539,93,53,18,0.000785714285714286
"130",1992-08-22,53.1928571428571,65.4428571428571,68.0428571428571,30.1737857142857,29.4516428571429,58.3071428571429,6.65714285714286,81,49,15,0.00192857142857143
"131",1992-08-29,61.3093525179856,68.863309352518,78.9208633093525,30.0667625899281,29.348417266187,64.0863309352518,11.0863309352518,88,51,23,0.0116666666666667
"132",1992-09-05,56.3357142857143,67.3857142857143,70.1714285714286,30.0625,29.3435714285714,60.8928571428571,9.79285714285714,82,51,23,0.000142857142857143
"133",1992-09-12,56.0283687943262,65.0283687943262,75,30.083475177305,29.3627659574468,59.8581560283688,9.08510638297872,83,48,21,0.0075177304964539
"134",1992-09-19,59.1785714285714,68.6857142857143,73.25,30.024,29.3077857142857,63.0714285714286,11.0142857142857,84,44,21,0.00376811594202899
"135",1992-09-26,49.7517730496454,58.2765957446809,75.3333333333333,30.0575886524823,29.3320567375887,53.8723404255319,9.56737588652482,73,40,20,0.00659574468085106
"136",1992-10-03,44.8028169014084,56.7676056338028,67.443661971831,30.1461971830986,29.4179577464789,50.5281690140845,8.86619718309859,80,37,21,0
"137",1992-10-10,45.2214285714286,54.9785714285714,71.7928571428571,30.0202142857143,29.2936428571429,49.9428571428571,10.8857142857143,70,39,22,0.00157142857142857
"138",1992-10-17,38.0567375886525,48.4893617021277,70.3191489361702,30.0032624113475,29.2728368794326,43.7730496453901,10.4468085106383,63,29,20,0.00907801418439716
"139",1992-10-24,38.8652482269504,48.3333333333333,72.1347517730496,30.2477304964539,29.5114893617021,44.1489361702128,10,75,21,21,0.00120567375886525
"140",1992-10-31,37.7730496453901,47.5602836879433,70.7304964539007,30.0214184397163,29.2903546099291,42.9929078014184,9.23404255319149,64,34,17,7.09219858156028e-05
"141",1992-11-07,32.7234042553191,38.063829787234,81.8368794326241,29.9351773049645,29.1985815602837,36.0212765957447,12.2765957446809,57,30,26,0.0178723404255319
"142",1992-11-14,33.65,39.8,79.5785714285714,30.0762142857143,29.3366428571429,37.4714285714286,12.9,51,21,24,0.00589928057553957
"143",1992-11-21,34.6857142857143,41.1142857142857,78.85,30.1542857142857,29.4135714285714,38.4,11.7428571428571,63,22,23,0.00271428571428571
"144",1992-11-28,32.6737588652482,36.0851063829787,87.7801418439716,29.9863829787234,29.2467375886525,34.7943262411348,11.7021276595745,46,23,25,0.00567375886524823
"145",1992-12-05,22.5785714285714,29.6285714285714,75.6928571428571,30.0392857142857,29.2920714285714,27.2357142857143,11.4071428571429,43,14,21,0.000214285714285714
"146",1992-12-12,25.25,29.6785714285714,83.8642857142857,30.1055,29.3562142857143,28.1571428571429,9.65714285714286,39,18,17,0.00228571428571429
"147",1992-12-19,30.0070921985816,33.8156028368794,86.2269503546099,30.0608510638298,29.3169503546099,32.3829787234043,12.3120567375887,56,24,37,0.00326241134751773
"148",1992-12-26,11.0285714285714,21,66.8,30.2172857142857,29.4575714285714,18.4357142857143,14.0571428571429,42,-2,31,0
"149",1993-01-02,25.5035460992908,30.7801418439716,82.0212765957447,30.2968085106383,29.5436170212766,29.1843971631206,10.1063829787234,51,8,22,0.00792857142857143
"150",1993-01-09,25.3285714285714,29.0571428571429,86.3285714285714,30.1767142857143,29.4258571428571,27.8571428571429,11.9857142857143,46,15,24,0.0110714285714286
"151",1993-01-16,22.65,25.7642857142857,88.1357142857143,30.1875,29.4332857142857,24.6571428571429,12.1142857142857,34,12,22,0.00707142857142857
"152",1993-01-23,21.2785714285714,27.5285714285714,78.3857142857143,30.1978571428571,29.4442142857143,25.5785714285714,10.8785714285714,44,7,24,0.00464285714285714
"153",1993-01-30,15.8510638297872,27.063829787234,64.4042553191489,30.2140425531915,29.4605673758865,23.709219858156,14.3049645390071,40,9,28,0.000212765957446809
"154",1993-02-06,23.0567375886525,32.9078014184397,69.3262411347518,30.2740425531915,29.524609929078,29.2978723404255,10.7234042553191,51,19,30,0
"155",1993-02-13,27.1214285714286,31.6214285714286,83.7714285714286,30.0860714285714,29.3397142857143,29.9642857142857,13.4214285714286,38,25,24,0.000642857142857143
"156",1993-02-20,12.3285714285714,20.0785714285714,72.5642857142857,30.1711428571429,29.4118571428571,17.9928571428571,11.7928571428571,32,-2,20,0.00107142857142857
"157",1993-02-27,12.1338028169014,18.2887323943662,77.9014084507042,30.125985915493,29.3661267605634,16.6971830985915,10.9718309859155,31,-5,21,0.00295774647887324
"158",1993-03-06,27.2836879432624,33.6170212765957,79.3404255319149,29.9800709219858,29.2365957446809,31.241134751773,13.4539007092199,47,9,28,0.00276595744680851
"159",1993-03-13,23.2,29.9142857142857,77.4428571428571,30.0223571428571,29.2768571428571,27.6714285714286,12.4857142857143,41,12,25,0.00264285714285714
"160",1993-03-20,17.9642857142857,27.3857142857143,69.2571428571429,30.2987142857143,29.5418571428571,24.6571428571429,12.5785714285714,47,7,29,0.00178571428571429
"161",1993-03-27,35.5,37.25,93.8714285714286,30.2192142857143,29.4745,36.65,9.6,44,30,18,0.00964285714285714
"162",1993-04-03,31.5915492957746,39.9014084507042,74.8380281690141,29.9231690140845,29.187323943662,36.387323943662,12.5774647887324,65,26,30,0.0127659574468085
"163",1993-04-10,36.2971014492754,44.7608695652174,74.1086956521739,30.0022463768116,29.2679710144928,41,10.7898550724638,58,26,18,0.0027536231884058
"164",1993-04-17,34.7214285714286,42.0214285714286,77.2785714285714,29.8187857142857,29.0865,38.9857142857143,13.5642857142857,57,30,21,0.00978571428571429
"165",1993-04-24,36.7071428571429,50.8,62.95,29.8419285714286,29.1171428571429,44.3857142857143,13.2214285714286,76,30,29,0.00807142857142857
"166",1993-05-01,42.5460992907801,53.9645390070922,67.8581560283688,30.11,29.3809219858156,48.2624113475177,12.0354609929078,73,34,24,0.00297872340425532
"167",1993-05-08,53.8,64.0428571428571,73.4714285714286,30.0048571428571,29.2841428571429,58.1571428571429,9.39285714285714,84,47,23,0.00278571428571429
"168",1993-05-15,47.0285714285714,63.7714285714286,57.2,29.9315,29.2133571428571,54.7214285714286,12.5,86,40,28,0
"169",1993-05-22,39.4571428571429,54.35,61.0571428571429,29.937,29.2120714285714,47.1214285714286,7.70714285714286,75,37,20,0.00257142857142857
"170",1993-05-29,49.7021276595745,59.7801418439716,72.3475177304964,30.0095,29.2865,54.290780141844,11.645390070922,78,41,25,0.00290780141843972
"171",1993-06-05,47.4539007092199,54.1489361702128,80.4397163120567,29.9306382978723,29.2049645390071,50.645390070922,10.7659574468085,71,38,24,0.00836879432624114
"172",1993-06-12,59.3884892086331,67.6043165467626,77.3093525179856,29.9492805755396,29.2341726618705,62.6258992805755,10.410071942446,80,49,29,0.0102877697841727
"173",1993-06-19,62.05,70.5642857142857,76.4214285714286,30.0636428571429,29.3472857142857,65.2214285714286,10.5357142857143,90,51,18,0.019136690647482
"174",1993-06-26,62.2214285714286,72.0359712230216,73.4214285714286,29.9717142857143,29.2587142857143,65.7428571428571,10.8428571428571,87,58,18,0.00907142857142857
"175",1993-07-03,63.1914893617021,69.6312056737589,81.2553191489362,29.9042553191489,29.1898581560284,65.5248226950355,9.28368794326241,90,53,23,0.00735714285714286
"176",1993-07-10,69.9428571428571,78.5071428571429,76.35,29.8887857142857,29.1821428571429,72.65,12.1214285714286,90,66,30,0.000214285714285714
