"","dateYYYYMMDD","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindSpeed","DailyPrecipitation","DailySustainedWindDirection","Sunrise","Sunset"
"20",1990-03-20,20.2083333333333,33.2916666666667,60.25,30.3904166666667,29.6354166666667,28.6666666666667,9.08333333333333,45,21,16,0,NA,NA,NA
"21",1990-03-21,30.5,47.2916666666667,53.9166666666667,30.0758333333333,29.3391666666667,39.9166666666667,14.9583333333333,62,33,26,0,NA,NA,NA
"22",1990-03-22,40.5,47.1666666666667,78.4166666666667,29.92,29.1866666666667,44.0833333333333,16,51,39,24,0.0195833333333333,NA,NA,NA
"23",1990-03-23,10.5,29.7083333333333,45.375,30.46875,29.71625,24.2083333333333,14.25,38,24,23,0,NA,NA,NA
"24",1990-03-24,11.0416666666667,30.2916666666667,45.2083333333333,30.4579166666667,29.7004166666667,24.5833333333333,9.625,37,25,15,0,NA,NA,NA
"25",1990-03-25,19.875,35.2083333333333,54.75,30.31375,29.5633333333333,29.7916666666667,14.9583333333333,44,25,26,0,NA,NA,NA
"26",1990-03-26,21.2916666666667,33.9583333333333,60.125,30.4416666666667,29.6857692307692,29.4583333333333,11.2692307692308,38,28,20,0,NA,NA,NA
"27",1990-03-27,19.0416666666667,35.5833333333333,56,30.4408333333333,29.6870833333333,29.6666666666667,7.625,48,23,13,0,NA,NA,NA
"28",1990-03-28,23.875,42.4583333333333,50.7916666666667,30.3283333333333,29.5833333333333,35.25,10.625,52,31,18,0,NA,NA,NA
"29",1990-03-29,38,41.1666666666667,89.25,30.16375,29.4254545454545,40,14.8787878787879,44,39,22,0.0183333333333333,NA,NA,NA
"30",1990-03-30,37.5,39.625,92.5833333333333,30.0758333333333,29.3397368421053,38.7916666666667,12.8157894736842,45,38,17,0,NA,NA,NA
"31",1990-03-31,39.4583333333333,41.2083333333333,93.7083333333333,30.0016666666667,29.2707142857143,40.5833333333333,7.14285714285714,45,38,10,0.00208333333333333,NA,NA,NA
"32",1990-04-01,44.2083333333333,48.5,85.9583333333333,29.8483333333333,29.1330612244898,46.4166666666667,10.734693877551,55,41,28,0.00608695652173913,NA,NA,NA
"33",1990-04-02,31.9583333333333,37.5416666666667,80.7916666666667,29.9058333333333,29.1584615384615,35.25,20.2307692307692,40,36,24,0.000833333333333333,NA,NA,NA
"34",1990-04-03,27.125,39.2916666666667,62.875,30.0516666666667,29.3136,34.3333333333333,13.2,53,30,20,0,NA,NA,NA
"35",1990-04-04,35.25,42,77.4583333333333,29.79375,29.0626923076923,39.0833333333333,8.53846153846154,53,33,15,0.000833333333333333,NA,NA,NA
"36",1990-04-05,24.875,37.9166666666667,62.7083333333333,29.8625,29.1227586206897,33.0416666666667,14.7241379310345,45,31,22,0,NA,NA,NA
"37",1990-04-06,16.9166666666667,29.9166666666667,60.4583333333333,30.0554166666667,29.3076,25.7083333333333,12.64,38,24,22,0,NA,NA,NA
"38",1990-04-07,15.5833333333333,33.75,49.8333333333333,30.2108333333333,29.4629166666667,27.7083333333333,10.125,45,22,17,0,NA,NA,NA
"39",1990-04-08,25.25,47.0416666666667,43.8333333333333,30.2004166666667,29.4608333333333,38.0416666666667,12.4166666666667,61,31,23,0,NA,NA,NA
"40",1990-04-09,36.7916666666667,50.2083333333333,62.2083333333333,30.0958333333333,29.3345161290323,44.1666666666667,13.3870967741935,55,47,22,0.0133333333333333,NA,NA,NA
"41",1990-04-10,33.125,40.375,78.0833333333333,29.95125,29.2028571428571,37.5416666666667,14.5714285714286,48,35,25,0.0025,NA,NA,NA
"42",1990-04-11,22.7083333333333,35.8333333333333,60.4583333333333,30.1616666666667,29.4162962962963,31.125,13.0740740740741,40,32,18,0.000416666666666667,NA,NA,NA
"43",1990-04-12,20.125,36.2916666666667,52.9166666666667,30.25875,29.5091666666667,30.4166666666667,9.125,44,26,16,0,NA,NA,NA
"44",1990-04-13,32.875,41.75,73.375,30.20625,29.4342857142857,38.25,12.5,52,31,23,0.01125,NA,NA,NA
"45",1990-04-14,38.2083333333333,46.875,74.125,29.96125,29.2156666666667,42.875,10.6333333333333,56,41,17,0.00541666666666667,NA,NA,NA
"46",1990-04-15,35.5416666666667,47.875,65.1666666666667,29.97125,29.2437037037037,42.2916666666667,11.5555555555556,58,39,16,0,NA,NA,NA
"47",1990-04-16,36.625,47.2083333333333,69.9583333333333,29.93375,29.2,42.2083333333333,14.72,61,35,28,0.000416666666666667,NA,NA,NA
"48",1990-04-17,20.625,38.5416666666667,50.8333333333333,30.2554166666667,29.5129166666667,32.125,13.0833333333333,46,32,23,0,NA,NA,NA
"49",1990-04-18,21.7083333333333,43.5416666666667,46.4583333333333,30.4791666666667,29.7308333333333,35.1666666666667,9.75,55,28,14,0,NA,NA,NA
"50",1990-04-19,33.625,49.9583333333333,54.9166666666667,30.2908333333333,29.5508,43,14.84,57,42,22,0,NA,NA,NA
"51",1990-04-20,54.3333333333333,56.375,92.875,30.1258333333333,29.397380952381,55.2083333333333,9.61904761904762,60,52,14,0.028695652173913,NA,NA,NA
"52",1990-04-21,44.75,53.9166666666667,76.2083333333333,30.2095833333333,29.4842424242424,49.3333333333333,9.33333333333333,66,45,15,0.000416666666666667,NA,NA,NA
"53",1990-04-22,41.875,56.4166666666667,63.8333333333333,30.1108333333333,29.38125,49,5.83333333333333,73,38,12,0,NA,NA,NA
"54",1990-04-23,51.9583333333333,67.5,59.0833333333333,29.9779166666667,29.2604166666667,58.625,11.7916666666667,80,51,20,0,NA,NA,NA
"55",1990-04-24,58.8333333333333,75.5833333333333,58.2083333333333,29.8908333333333,29.1808333333333,65.1666666666667,13.875,87,66,24,0.000416666666666667,NA,NA,NA
"56",1990-04-25,60.75,75.4166666666667,61.875,29.9829166666667,29.2688,66.1666666666667,13.04,87,66,17,0.00291666666666667,NA,NA,NA
"57",1990-04-26,58.7083333333333,75.6666666666667,57.3333333333333,29.8920833333333,29.1816666666667,65.2083333333333,17.8333333333333,84,66,25,0,NA,NA,NA
"58",1990-04-27,55.875,74.4583333333333,53.7916666666667,29.7570833333333,29.0504166666667,63.1666666666667,16.7083333333333,83,64,26,0,NA,NA,NA
"59",1990-04-28,52.9583333333333,63.5833333333333,69.7083333333333,29.5316666666667,28.8296296296296,57.4583333333333,15.7037037037037,72,50,26,0.000416666666666667,NA,NA,NA
"60",1990-04-29,47.9583333333333,58.375,69.1666666666667,29.7604166666667,29.0396296296296,52.875,10.5555555555556,69,48,17,0,NA,NA,NA
"61",1990-04-30,42.6666666666667,57.5833333333333,60.0416666666667,29.8970833333333,29.1784,50.4166666666667,11.16,61,49,16,0,NA,NA,NA
"62",1990-05-01,28.3333333333333,51.6666666666667,42.5833333333333,30.1133333333333,29.38125,41.7916666666667,11.3333333333333,59,45,18,0,NA,NA,NA
"63",1990-05-02,33.2083333333333,52,50.5833333333333,30.2116666666667,29.47875,43.5,9.125,68,40,17,0,NA,NA,NA
"64",1990-05-03,36.8333333333333,51.125,60.9583333333333,30.2833333333333,29.55,44.7083333333333,11.1666666666667,57,46,16,0.000833333333333333,NA,NA,NA
"65",1990-05-04,43.7083333333333,45.4583333333333,93.875,29.9333333333333,29.2148387096774,44.9166666666667,22.9677419354839,49,44,32,0.0708333333333333,NA,NA,NA
"66",1990-05-05,40.8333333333333,51.25,70.125,29.9641666666667,29.2277777777778,46.2083333333333,10.4814814814815,62,40,22,0.00166666666666667,NA,NA,NA
"67",1990-05-06,40.8333333333333,53.7083333333333,65.2083333333333,29.9579166666667,29.23125,47.4166666666667,6.83333333333333,65,40,13,0,NA,NA,NA
"68",1990-05-07,47.125,64.8333333333333,54.9166666666667,29.8591666666667,29.14125,55.125,17.4166666666667,75,50,29,0,NA,NA,NA
"69",1990-05-08,54.7083333333333,70.625,58.625,29.7904166666667,29.0819230769231,61.0833333333333,20.5384615384615,80,61,26,0,NA,NA,NA
"70",1990-05-09,56,62.6666666666667,80.75,29.5966666666667,28.8382857142857,58.75,14,70,55,26,0.127916666666667,NA,NA,NA
"71",1990-05-10,37.625,44.375,78.4583333333333,29.5670833333333,28.8280769230769,41.3333333333333,22,50,37,30,0.01125,NA,NA,NA
"72",1990-05-11,34.7916666666667,50.5,58.4166666666667,30.0316666666667,29.3008333333333,43.25,8.875,61,38,14,0,NA,NA,NA
"73",1990-05-12,46.9583333333333,49.4583333333333,92,29.9058333333333,29.1746666666667,48,14.3666666666667,53,48,20,0.0129166666666667,NA,NA,NA
"74",1990-05-13,44.5,54.25,72.125,29.9954166666667,29.2548148148148,49.4583333333333,14.2962962962963,63,46,21,0.0025,NA,NA,NA
"75",1990-05-14,52.3333333333333,57.375,83.625,30.0133333333333,29.2926923076923,54.625,13.8076923076923,66,47,22,0,NA,NA,NA
"76",1990-05-15,52.6666666666667,54.0416666666667,95.0833333333333,29.9029166666667,29.1883333333333,53.0833333333333,10.0555555555556,62,49,17,0.00166666666666667,NA,NA,NA
"77",1990-05-16,60.8333333333333,66.0416666666667,83.875,29.635,28.9216129032258,62.9583333333333,14.2903225806452,72,61,21,0.00458333333333333,NA,NA,NA
"78",1990-05-17,44.625,56.7916666666667,65.3333333333333,29.7504166666667,29.0325,50.5833333333333,21.2916666666667,60,52,36,0.00208333333333333,NA,NA,NA
"79",1990-05-18,40.2916666666667,60,50.125,29.9554166666667,29.2329166666667,50.0833333333333,14.0416666666667,72,49,21,0,NA,NA,NA
"80",1990-05-19,52.875,61.7916666666667,74,29.7416666666667,29.0210344827586,57.0416666666667,13.2068965517241,70,55,23,0.01875,NA,NA,NA
"81",1990-05-20,49.6666666666667,53.0833333333333,88.25,29.7779166666667,29.0578947368421,51.125,12.2820512820513,62,47,18,0,NA,NA,NA
"82",1990-05-21,42.9583333333333,50.9583333333333,74.8333333333333,30.0604166666667,29.3314814814815,47.125,16.5185185185185,58,47,24,0,NA,NA,NA
"83",1990-05-22,42.1666666666667,54.375,65.2083333333333,30.1383333333333,29.4091666666667,48.3333333333333,9.41666666666667,63,42,13,0,NA,NA,NA
"84",1990-05-23,46.4166666666667,58.8333333333333,66,30.0545833333333,29.3291666666667,52.1666666666667,7.16666666666667,70,44,12,0,NA,NA,NA
"85",1990-05-24,50.125,60.5833333333333,70.5833333333333,30.0529166666667,29.3283333333333,54.7916666666667,7.375,71,52,15,0,NA,NA,NA
"86",1990-05-25,54.875,57,92.7916666666667,29.93375,29.2051428571429,55.75,11.8285714285714,60,53,20,0.0304166666666667,NA,NA,NA
"87",1990-05-26,53.625,58.875,83.4166666666667,29.8991666666667,29.18,55.9166666666667,11,64,55,14,0,NA,NA,NA
"88",1990-05-27,48.7083333333333,61.375,64.0833333333333,29.90875,29.18875,54.375,10.4583333333333,72,54,16,0,NA,NA,NA
"89",1990-05-28,44.3333333333333,62.0833333333333,53.375,29.8816666666667,29.1616666666667,52.7083333333333,12.4583333333333,72,53,18,0,NA,NA,NA
"90",1990-05-29,38.2083333333333,54.625,55.4583333333333,30.0158333333333,29.2916666666667,46.8333333333333,16.25,62,48,25,0,NA,NA,NA
"91",1990-05-30,36.5,54.75,53.3333333333333,30.1616666666667,29.4283333333333,46.125,9.91666666666667,64,43,16,0,NA,NA,NA
"92",1990-05-31,40.2083333333333,60.8333333333333,52.375,30.1508333333333,29.4229166666667,50.1666666666667,5.875,75,40,12,0,NA,NA,NA
"93",1990-06-01,55.875,74.2083333333333,53.3333333333333,29.9729166666667,29.2604166666667,63.375,14.6666666666667,85,63,23,0,NA,NA,NA
"94",1990-06-02,64.0833333333333,74.625,71.4583333333333,29.70625,29.01,67.8333333333333,20.551724137931,84,65,37,0.00708333333333333,NA,NA,NA
"95",1990-06-03,45.2916666666667,61,57.4583333333333,29.6895833333333,28.9784,52.6666666666667,23.28,71,51,32,0,NA,NA,NA
"96",1990-06-04,33.75,52.4166666666667,51,30.0858333333333,29.3561538461538,43.9583333333333,11.5384615384615,61,45,17,0,NA,NA,NA
"97",1990-06-05,44.2916666666667,54.5,69.2916666666667,29.935652173913,29.1957142857143,49.4166666666667,14.0714285714286,63,43,37,0.00416666666666667,NA,NA,NA
"98",1990-06-06,53.375,68.5416666666667,63.25,29.8641666666667,29.1485185185185,59.875,8.62962962962963,80,58,14,0,NA,NA,NA
"99",1990-06-07,51.8333333333333,65.4166666666667,65.5833333333333,29.9833333333333,29.264,57.7083333333333,9.6,76,55,18,0.00958333333333333,NA,NA,NA
"100",1990-06-08,64.4583333333333,70.3333333333333,82.7083333333333,29.8575,29.14375,66.4583333333333,9.25,80,60,16,0.00434782608695652,NA,NA,NA
"101",1990-06-09,57.125,72.0833333333333,61.7916666666667,29.94875,29.2366666666667,63.0833333333333,11.375,81,64,20,0,NA,NA,NA
"102",1990-06-10,53.0833333333333,65.9166666666667,64.3333333333333,30.1808333333333,29.4620833333333,58.4166666666667,11.9166666666667,73,56,18,0,NA,NA,NA
"103",1990-06-11,53.1666666666667,67.9583333333333,61.3333333333333,30.1791666666667,29.4570833333333,59.25,7.33333333333333,79,52,14,0,NA,NA,NA
"104",1990-06-12,59.75,78.0833333333333,54,29.9470833333333,29.2354166666667,66.375,18.7083333333333,88,68,25,0,NA,NA,NA
"105",1990-06-13,65.875,80.625,62.0833333333333,29.88125,29.1730769230769,70.8333333333333,15.0384615384615,92,71,23,0.00833333333333333,NA,NA,NA
"106",1990-06-14,65.875,72.0833333333333,81.375,29.95875,29.247037037037,68.0416666666667,10.5185185185185,82,60,17,0.0158333333333333,NA,NA,NA
"107",1990-06-15,58.5,70.2083333333333,67.4583333333333,30.0016666666667,29.2875,63.0833333333333,8.875,84,58,15,0,NA,NA,NA
"108",1990-06-16,64.4166666666667,74.125,72.3333333333333,29.9554166666667,29.2396,67.9583333333333,9.64,86,62,16,0.00625,NA,NA,NA
"109",1990-06-17,69.4166666666667,79.0833333333333,72.875,29.8454166666667,29.1404,72.5416666666667,15.96,89,68,24,0.00125,NA,NA,NA
"110",1990-06-18,59.9166666666667,74.75,61.1666666666667,29.9208333333333,29.2108333333333,65.5416666666667,13.5833333333333,82,60,21,0,NA,NA,NA
"111",1990-06-19,50.0416666666667,62.75,65.5833333333333,29.9479166666667,29.2244,55.6666666666667,8.56,74,52,15,0.000416666666666667,NA,NA,NA
"112",1990-06-20,63.1666666666667,68.5833333333333,83.625,29.76125,29.05125,65.125,11.03125,79,59,18,0.00583333333333333,NA,NA,NA
"113",1990-06-21,59.2916666666667,71.7916666666667,67.1666666666667,29.885,29.1745833333333,64.1666666666667,10.2083333333333,83,61,17,0,NA,NA,NA
"114",1990-06-22,61.5833333333333,64.6666666666667,89.8333333333333,29.6170833333333,28.8905405405405,62.7916666666667,13.6756756756757,73,60,25,0.0230434782608696,NA,NA,NA
"115",1990-06-23,56.375,63.7916666666667,77.8333333333333,29.7075,28.9867857142857,59.5416666666667,13.9285714285714,73,57,23,0.00125,NA,NA,NA
"116",1990-06-24,48.2916666666667,65.0833333333333,58.125,29.9570833333333,29.2384,55.7083333333333,8.56,78,50,15,0,NA,NA,NA
"117",1990-06-25,55.7916666666667,71.5,59.4166666666667,30.0445833333333,29.33,62,9.375,83,56,17,0,NA,NA,NA
"118",1990-06-26,64.7083333333333,73.7083333333333,74.1666666666667,29.975,29.2585714285714,67.9583333333333,9.78571428571429,84,67,17,0.00666666666666667,NA,NA,NA
"119",1990-06-27,64.7391304347826,71.75,79.0434782608696,30.0054166666667,29.2925,67.3913043478261,8,86,63,15,0,NA,NA,NA
"120",1990-06-28,65,72.75,77.1666666666667,29.9545833333333,29.2325,67.7916666666667,9.67857142857143,85,60,18,0.00291666666666667,NA,NA,NA
"121",1990-06-29,66.6666666666667,73.3333333333333,80.6666666666667,29.9220833333333,29.2103571428571,69,12.6071428571429,81,66,24,0.0720833333333333,NA,NA,NA
"122",1990-06-30,71.7083333333333,79.125,79.375,29.9358333333333,29.2262962962963,74.0416666666667,8.59259259259259,91,69,15,0,NA,NA,NA
"123",1990-07-01,57.7083333333333,68.0833333333333,70.4166666666667,30.0433333333333,29.3266666666667,61.9166666666667,12.8333333333333,74,59,18,0,NA,NA,NA
"124",1990-07-02,59.0416666666667,71.2916666666667,67.6666666666667,30.0295833333333,29.3145833333333,63.625,7.33333333333333,83,56,12,0,NA,NA,NA
"125",1990-07-03,65.4166666666667,79.3333333333333,63.2083333333333,29.8833333333333,29.17625,70.0416666666667,14.75,89,65,23,0,NA,NA,NA
"126",1990-07-04,73.7916666666667,86.8333333333333,66.375,29.8554166666667,29.1611538461538,77.4166666666667,14.6923076923077,96,77,23,0,NA,NA,NA
"127",1990-07-05,62.0833333333333,72.5833333333333,71.4583333333333,30.0358333333333,29.3246153846154,65.8333333333333,11.3846153846154,87,60,25,0.000416666666666667,NA,NA,NA
"128",1990-07-06,50.9583333333333,63,66.4583333333333,30.1841666666667,29.4604166666667,56.375,11.6666666666667,69,57,16,0,NA,NA,NA
"129",1990-07-07,55.4583333333333,69.625,63.0833333333333,30.1141666666667,29.39375,61.125,10.8333333333333,80,54,18,0,NA,NA,NA
"130",1990-07-08,67.2916666666667,83.625,58.7083333333333,29.9175,29.21,72.4583333333333,15.125,95,72,22,0,NA,NA,NA
"131",1990-07-09,67.25,81,64.25,29.9908333333333,29.284,71.8333333333333,7.68,89,73,12,0,NA,NA,NA
"132",1990-07-10,64.0833333333333,71.0833333333333,79.4166666666667,30.0654166666667,29.3536,66.5833333333333,8.44,77,64,14,0.00458333333333333,NA,NA,NA
"133",1990-07-11,59.75,66.0416666666667,80.75,30.01625,29.3036666666667,62.25,13.3333333333333,72,62,20,0.00875,NA,NA,NA
"134",1990-07-12,55.2083333333333,65.9166666666667,69.25,30.1008333333333,29.3770833333333,59.6666666666667,19.5,72,60,29,0,NA,NA,NA
"135",1990-07-13,53.25,62.0416666666667,73.5,30.1741666666667,29.44875,57.1666666666667,16.2916666666667,66,59,24,0,NA,NA,NA
"136",1990-07-14,57.4166666666667,62.25,84.3333333333333,29.9179166666667,29.1894117647059,59.4166666666667,9.79411764705882,64,60,18,0.000416666666666667,NA,NA,NA
"137",1990-07-15,60.625,64.2916666666667,88.5416666666667,29.88,29.154,61.9583333333333,5.65714285714286,69,61,13,0.00333333333333333,NA,NA,NA
"138",1990-07-16,64.1666666666667,70.2083333333333,82.1666666666667,30.0154166666667,29.3010714285714,66.3333333333333,11.9285714285714,81,60,21,0.000416666666666667,NA,NA,NA
"139",1990-07-17,63.7083333333333,77.1666666666667,65.7083333333333,30.1133333333333,29.3976923076923,68.625,13.5384615384615,86,70,24,0.000416666666666667,NA,NA,NA
"140",1990-07-18,67.0416666666667,75.375,76.5833333333333,30.1083333333333,29.3925,69.8333333333333,10.5357142857143,88,69,21,0.00666666666666667,NA,NA,NA
"141",1990-07-19,68.9583333333333,74.4583333333333,84.0416666666667,30.04,29.3123684210526,70.7083333333333,11.0526315789474,88,67,28,0.03875,NA,NA,NA
"142",1990-07-20,66.8333333333333,69.3333333333333,91.875,29.97125,29.2558333333333,67.625,8.88888888888889,75,61,14,0.0195833333333333,NA,NA,NA
"143",1990-07-21,57.7083333333333,69.625,69.375,29.9970833333333,29.2829166666667,62.4166666666667,7.54166666666667,81,58,14,0,NA,NA,NA
"144",1990-07-22,61.625,67.4166666666667,82.1666666666667,29.9316666666667,29.2168965517241,63.8333333333333,11.2413793103448,73,64,16,0.00583333333333333,NA,NA,NA
"145",1990-07-23,58.5833333333333,68.5833333333333,73.1666666666667,30.0020833333333,29.2854166666667,62.4166666666667,7.54166666666667,78,59,15,0,NA,NA,NA
"146",1990-07-24,59.3333333333333,71.0833333333333,68.4583333333333,30.095,29.3829166666667,63.7916666666667,6.79166666666667,80,59,10,0.00166666666666667,NA,NA,NA
"147",1990-07-25,62.375,74.0833333333333,68.9166666666667,30.1933333333333,29.475,66.5833333333333,6.54166666666667,84,60,10,0,NA,NA,NA
"148",1990-07-26,62,76.0416666666667,63.6666666666667,30.2341666666667,29.5154166666667,67.1666666666667,9.75,84,67,16,0,NA,NA,NA
"149",1990-07-27,64.125,75.9166666666667,67.4583333333333,30.17125,29.4558333333333,68.3333333333333,8.29166666666667,83,66,13,0,NA,NA,NA
"150",1990-07-28,68.8333333333333,79.25,71.3333333333333,30.0545833333333,29.3433333333333,72.25,10.5833333333333,87,71,15,0.00125,NA,NA,NA
"151",1990-07-29,71.3333333333333,78.5833333333333,79.4166666666667,29.89375,29.1911538461538,73.5416666666667,9.57692307692308,86,73,15,0.00166666666666667,NA,NA,NA
"152",1990-07-30,63.875,70.875,79.0833333333333,29.9879166666667,29.271,66.5,12.8,77,62,22,0,NA,NA,NA
"153",1990-07-31,51.4166666666667,63.0833333333333,67.2916666666667,30.1666666666667,29.4444,56.5833333333333,11.4,70,54,17,0,NA,NA,NA
"154",1990-08-01,54.9583333333333,65.4166666666667,71.3333333333333,30.1941666666667,29.4679166666667,59.125,7.33333333333333,76,51,12,0,NA,NA,NA
"155",1990-08-02,57.2916666666667,71.1666666666667,64.7083333333333,30.1283333333333,29.4108333333333,62.7083333333333,8,81,57,13,0,NA,NA,NA
"156",1990-08-03,64.625,75.4166666666667,70.2916666666667,30.0245833333333,29.3116666666667,68.3333333333333,11.9583333333333,86,65,18,0.000416666666666667,NA,NA,NA
"157",1990-08-04,68.0416666666667,74.4166666666667,82.2916666666667,29.905,29.195,70.125,8.6,83,70,18,0.00833333333333333,NA,NA,NA
"158",1990-08-05,62.2083333333333,68.9166666666667,79.625,30.0879166666667,29.3578787878788,64.7916666666667,13.4242424242424,75,62,24,0,NA,NA,NA
"159",1990-08-06,50.3333333333333,61.875,66.875,30.2720833333333,29.5389285714286,55.625,12.25,68,54,20,0,NA,NA,NA
"160",1990-08-07,51.7083333333333,64.75,66.0416666666667,30.2329166666667,29.5066666666667,57.0833333333333,6.91666666666667,77,50,10,0,NA,NA,NA
"161",1990-08-08,54.8333333333333,69,64.7083333333333,30.1691666666667,29.45,60.5416666666667,5.375,82,56,14,0,NA,NA,NA
"162",1990-08-09,55.5,70,63.5833333333333,30.1316666666667,29.415,61.25,4.625,82,56,10,0,NA,NA,NA
"163",1990-08-10,61.6666666666667,71.0833333333333,73.9166666666667,30.045,29.3287096774194,65.25,8.25806451612903,82,62,14,0.0220833333333333,NA,NA,NA
"164",1990-08-11,65.4583333333333,71.0416666666667,83.2916666666667,30.0620833333333,29.3477419354839,67.375,7.70967741935484,79,67,13,0,NA,NA,NA
"165",1990-08-12,66,68.125,92.8333333333333,30.05625,29.3411764705882,66.7916666666667,7.55882352941176,73,64,17,0.0645833333333333,NA,NA,NA
"166",1990-08-13,55.25,64.8333333333333,72.7083333333333,30.1304166666667,29.405,59.375,11,71,55,17,0,NA,NA,NA
"167",1990-08-14,57.1666666666667,67.0416666666667,72.625,30.1266666666667,29.4041666666667,61.0416666666667,8.875,78,53,15,0,NA,NA,NA
"168",1990-08-15,65.4166666666667,74.2083333333333,75.125,30.0716666666667,29.35875,68.3333333333333,11.625,83,66,17,0,NA,NA,NA
"169",1990-08-16,67.5416666666667,74.1666666666667,80.8333333333333,30.0654166666667,29.3526923076923,69.7083333333333,10.3846153846154,81,65,16,0,NA,NA,NA
"170",1990-08-17,69.625,71.9166666666667,92.7083333333333,30.00125,29.2908571428571,70.3333333333333,10.2,74,70,14,0.00666666666666667,NA,NA,NA
"171",1990-08-18,72.875,79.625,81.0416666666667,29.9445833333333,29.2393103448276,74.7083333333333,12.6206896551724,91,70,28,0.11875,NA,NA,NA
"172",1990-08-19,69.25,73.7916666666667,86.375,30,29.2916279069767,70.75,11.6279069767442,82,69,23,0.0454166666666667,NA,NA,NA
"173",1990-08-20,69.5416666666667,70.875,95.7083333333333,30.0470833333333,29.330652173913,69.9583333333333,10.2173913043478,74,69,14,0.0308333333333333,NA,NA,NA
"174",1990-08-21,66.7083333333333,67.875,95.875,30.07125,29.3541025641026,67,13.4871794871795,69,67,18,0.0247826086956522,NA,NA,NA
"175",1990-08-22,64.2916666666667,68.5,86.9166666666667,30.0945833333333,29.3814705882353,65.8333333333333,11.0294117647059,71,67,16,0,NA,NA,NA
"176",1990-08-23,64.2083333333333,70.5,81.5416666666667,30.0508333333333,29.3392857142857,66.5,7.60714285714286,77,64,10,0,NA,NA,NA
